county,precinct,office,district,party,candidate,votes,absentee,early_votes,election_day,limited,provisional
Montague,8,U.S. House,13,REP,Ronny Jackson,604,9,386,208,1,0
Montague,9,U.S. House,13,REP,Ronny Jackson,870,19,724,125,2,0
Montague,10,U.S. House,13,REP,Ronny Jackson,703,12,575,115,1,0
Montague,11,U.S. House,13,REP,Ronny Jackson,631,16,506,107,2,0
Montague,12,U.S. House,13,REP,Ronny Jackson,89,1,40,48,0,0
Montague,13,U.S. House,13,REP,Ronny Jackson,688,10,552,126,0,0
Montague,14,U.S. House,13,REP,Ronny Jackson,191,1,136,53,1,0
Montague,15,U.S. House,13,REP,Ronny Jackson,384,3,319,60,2,0
Montague,16,U.S. House,13,REP,Ronny Jackson,220,3,183,34,0,0
Montague,2,U.S. Senate,,DEM,Colin Allred,242,19,183,38,2,0
Montague,3,U.S. Senate,,DEM,Colin Allred,133,6,98,28,1,0
Montague,4,U.S. Senate,,DEM,Colin Allred,51,5,34,12,0,0
Montague,5,U.S. Senate,,DEM,Colin Allred,111,6,85,20,0,0
Montague,6,U.S. Senate,,DEM,Colin Allred,96,0,70,25,1,0
Montague,7,U.S. Senate,,DEM,Colin Allred,94,3,51,40,0,0
Montague,8,U.S. Senate,,DEM,Colin Allred,86,5,56,25,0,0
Montague,9,U.S. Senate,,DEM,Colin Allred,128,5,97,25,1,0
Montague,10,U.S. Senate,,DEM,Colin Allred,106,4,85,17,0,0
Montague,11,U.S. Senate,,DEM,Colin Allred,104,0,84,20,0,0
Montague,12,U.S. Senate,,DEM,Colin Allred,8,1,4,3,0,0
Montague,13,U.S. Senate,,DEM,Colin Allred,87,3,58,26,0,0
Montague,14,U.S. Senate,,DEM,Colin Allred,17,0,13,4,0,0
Montague,15,U.S. Senate,,DEM,Colin Allred,58,6,43,9,0,0
Montague,16,U.S. Senate,,DEM,Colin Allred,28,2,20,6,0,0
Montague,2,U.S. Senate,,LIB,Ted Brown,28,2,18,8,0,0
Montague,3,U.S. Senate,,LIB,Ted Brown,19,0,12,7,0,0
Montague,4,U.S. Senate,,LIB,Ted Brown,8,0,4,4,0,0
Montague,5,U.S. Senate,,LIB,Ted Brown,17,0,11,6,0,0
Montague,6,U.S. Senate,,LIB,Ted Brown,7,0,3,4,0,0
Montague,7,U.S. Senate,,LIB,Ted Brown,10,0,3,7,0,0
Montague,8,U.S. Senate,,LIB,Ted Brown,8,0,3,5,0,0
Montague,9,U.S. Senate,,LIB,Ted Brown,10,0,8,2,0,0
Montague,10,U.S. Senate,,LIB,Ted Brown,18,1,9,8,0,0
Montague,11,U.S. Senate,,LIB,Ted Brown,12,1,9,2,0,0
Montague,12,U.S. Senate,,LIB,Ted Brown,1,0,1,0,0,0
Montague,13,U.S. Senate,,LIB,Ted Brown,17,0,10,7,0,0
Montague,14,U.S. Senate,,LIB,Ted Brown,1,0,1,0,0,0
Montague,15,U.S. Senate,,LIB,Ted Brown,10,0,6,3,1,0
Montague,16,U.S. Senate,,LIB,Ted Brown,5,0,4,1,0,0
Montague,2,U.S. Senate,,REP,Ted Cruz,1793,40,1508,231,14,0
Montague,3,U.S. Senate,,REP,Ted Cruz,933,10,769,151,3,0
Montague,4,U.S. Senate,,REP,Ted Cruz,393,7,298,85,3,0
Montague,5,U.S. Senate,,REP,Ted Cruz,654,12,536,101,5,0
Montague,6,U.S. Senate,,REP,Ted Cruz,599,20,503,72,4,0
Montague,7,U.S. Senate,,REP,Ted Cruz,781,15,539,223,4,0
Montague,8,U.S. Senate,,REP,Ted Cruz,600,8,388,202,2,0
Montague,9,U.S. Senate,,REP,Ted Cruz,863,19,715,120,9,0
Montague,10,U.S. Senate,,REP,Ted Cruz,693,12,569,107,5,0
Montague,11,U.S. Senate,,REP,Ted Cruz,605,15,482,106,2,0
Montague,12,U.S. Senate,,REP,Ted Cruz,95,1,42,50,2,0
Montague,13,U.S. Senate,,REP,Ted Cruz,676,9,552,113,2,0
Montague,14,U.S. Senate,,REP,Ted Cruz,191,1,136,52,2,0
Montague,15,U.S. Senate,,REP,Ted Cruz,378,3,316,55,4,0
Montague,16,U.S. Senate,,REP,Ted Cruz,214,3,178,33,0,0
Montague,2,U.S. Senate,,,Write-in,2,0,1,1,0,0
Montague,3,U.S. Senate,,,Write-in,1,0,1,0,0,0
Montague,4,U.S. Senate,,,Write-in,0,0,0,0,0,0
Montague,5,U.S. Senate,,,Write-in,0,0,0,0,0,0
Montague,6,U.S. Senate,,,Write-in,0,0,0,0,0,0
Montague,7,U.S. Senate,,,Write-in,0,0,0,0,0,0
Montague,8,U.S. Senate,,,Write-in,3,0,0,3,0,0
Montague,9,U.S. Senate,,,Write-in,0,0,0,0,0,0
Montague,10,U.S. Senate,,,Write-in,0,0,0,0,0,0
Montague,11,U.S. Senate,,,Write-in,3,0,2,1,0,0
Montague,12,U.S. Senate,,,Write-in,0,0,0,0,0,0
Montague,13,U.S. Senate,,,Write-in,0,0,0,0,0,0
Montague,14,U.S. Senate,,,Write-in,0,0,0,0,0,0
Montague,15,U.S. Senate,,,Write-in,2,0,2,0,0,0
Montague,16,U.S. Senate,,,Write-in,0,0,0,0,0,0
